title,location,employment_type,level,category,salary_min,salary_max,salary_type,description,requirements
"(IME) Scientist , RF-Front-End",South,Contract,Professional,Engineering,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
System level design, analysis, modelling, simulation, integration and evaluation of RD mmWave Transceiver and mmWave phased arrays.
Design, layout, post layout verification and measurement of RF Front end like Pas involving load pull, Switch, Phase shifter and LNA
RF and mmWave transceiver circuit blocks such as LNA, Mixer, IF Filters, VGA, ADC, DAC, PLL and PA circuits involving circuit-level spec derivation, schematic entry, simulation, verification, layout and lab evaluation.","Requirements
PhD in Electrical Engineering, Computer engineering, or related field.
2 to 3  years of experience
Experience in design of PLL, PA, LNA, Mixer, Phase shifter, RF Switch, RF to DC converters and high speed data converters.
Knowledge of CAD tools such as CADENCE, MATLAB, MMSIM, ADS, Momentum, HFS and Microwave studio
Knowledge of phased array systems, carrier aggregation will be a plus."
Data Scientist,East,"Permanent, Full Time",Professional,Information Technology,"$5,500","to$8,000",Monthly,"Roles & Responsibilities
·       Use machine learning and analytical techniques to build prediction models for different use cases.
·       Design, develop and test advanced models for predictive behavior.
·       Co-operate with software engineering teams to drive real-time model implementations and new feature creations.
·       Design efficient, scalable, automated processes for large scale data analyses, model development, model validation and model implementation
·       Research and evaluate pioneering machine learning and statistical model Requirement","Requirements
·       Atleast 3+ years of Deep Learning and machine learning experience.
·       Good understanding about supervised and unsupervised learning algorithms.
·       Generate and test working Hypothesis.
·       Mandatory coding experience in Python
·       Experience working with modern Deep Learning techniques, framework and applications.
·       Experience in DL framework (e.g Caffe, Tourch, Tensorflow).
·       Exposure to GPU technology and CUDA programming
·       2 year or above experience in Algorithms, statistical analysis, computational NLP and/or machine learning.
·       Strong teamwork and interpersonal skills.
·       Action oriented with strong analytical and problem solving skill."
Associate Scientist,South,"Permanent, Full Time",Senior Executive,Healthcare / Pharmaceutical,"$8,000","to$15,000",Monthly,"Roles & Responsibilities
MSD is currently seeking an exceptional individual for a technical leadership position within the Supply Analytical Sciences (SAS) - Analytical Chemistry in Development and Supply (ACDS) organization located in Singapore. The successful candidate will be joining a group of innovative scientists with broad deliverables ranging from API and Drug Product analytical troubleshooting to driving lead-time reduction and efficiency gains to ensure MSD’s success in Asia Pacific (AP) Region. The incumbent is expected to interact closely with internal MSD sites and the CMOs in Merck Manufacturing network in AP in identifying issues/gaps and implementing solutions, providing strong analytical support such as troubleshooting laboratory test methods and workflows as well as material for ensuring compliant, robust, and responsive supply. The individual will have a deep understanding of the regional regulatory and business environment and the needs related to API and Drug Product development, GMP compliance in commercial manufacturing and data integrity. The individual will also be responsible for technical training of staff, as needed, on analytical techniques, problem solving and data integrity. In addition, the incumbent will keep up with API and Drug Product regulation changes and facilitating central development group to make adjustment to MSD product development strategies. 

The position will report into the SAS AP Regional Lead. A strong technical background with problem solving skill set, leadership abilities, strong knowledge of cGMP and Data Integrity are considered essential, as these will be key attributes necessary to facilitate the ability to influence change in efforts to realize MSD’s vision. 
 ","Requirements
Qualifications: 
• Ph.D. degree with 3+ years or BS/MS degree with 8+ years of pharmaceutical experience. 
• Author analytical procedures, methods development and validation protocols and reports, technical reports, experimental designs, regulatory submission documents, etc. 
• Perform investigations with strong technical troubleshooting skills and assist in developing/implementing CAPAs. 
• Provide documentation/technical input during inspections and audits (Regulatory and Internal) and have a working knowledge of data integrity and recent industry trends. 
• Have working knowledge of API and Drug Product development and commercialization and understand the needs related to commercial quality control. 
• Have working knowledge of developing various analytical techniques (e.g., chromatography, dissolution, spectroscopy) and product specification to support drug substance and drug product development and registration. 
• Have working knowledge of the process by which the products are brought to market. 
• Have experience working with CMO’s and CRO’s. 
• Have working knowledge of CMC filing requirements. 
• Demonstrate good verbal as well as written communication skills and ability to work in an interdisciplinary team environment. 
• Demonstrate interpersonal skills with flexibility and sensitivity in dealing with different cultures. 
• Self motivated to take ownership and accountability of issues and drive them to completion. 
• Ability to speak up and raise issues and help to drive to resolution. 
• Ability to quickly adapt to changes and develop appropriate plans for managing risks."
"Senior Scientist (DMPK Biologics, EDDC)",South,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$5,900","to$10,800",Monthly,"Roles & Responsibilities
In this role you will be responsible for planning and execution of the ADME studies supporting the development of biologics. 
Job Descriptions:
This position is for a DMPK role in the preclinical discovery and preclinical sciences group of EDDC.
Serving as a subject matter expert and DMPK-BA representative on project teams supporting the development of novel biologic therapeutics in cancer and infection areas
Showing a thorough understanding of ADME characterization of antibodies, fusion proteins, biospecifics, and/or antibody drug conjugates, and understanding applicability of these attributes to candidate selection for clinical development  while  having a deep  understanding  of  international regulatory guidance  pertaining to those activities
Leading  efforts to develop  quantitative  assays  by ELISA/ECO/Ligand  Binding Assays  or  HPLC­ MS/MS for quantitation and pharmacodynamics activity of various molecules in biological matrices
Designing,  analyzing  and  interpreting  in vitro  and  in vivo  DMPK studies  and assays,  including use of PBPK modelling techniques to guide investigational approaches
Oversight of study design and execution for non-clinical PK and PK/PD studies, TK studies.
Integrate pharmacokinetics and PK/PD with discovery biology to define structure activity relationships guiding protein engineering strategies and optimization of protein therapeutics.
Excellent written and oral communication of scientific data, both internally and in the scientific community
Summarize studies for regulatory submissions, including components for IBs and clinical protocols
Works closely with other functional areas and colleagues to insure that all studies are performed in a quality, timely and scientific manner. Provides strategic expertise to cross-functional project teams as the development science representative.
Ensures compliance with GCP, GMP, and regulatory guidelines.","Requirements
Ph.D. in pharmacology, immunology, or related discipline.
Proficiency and direct hands-on experience in designing and executing rodent and primate PK and safety studies for biologics.
Minimum of 5-7 years of pharmaceutical/biotechnology industry experience. Minimum of 3-5 years hands-on expertise developing and executing preclinical studies for biologics
Experience in working with Asian, U.S. and European regulatory authorities required.
Experience with all phases of pre-IND through Phase I/II programs and associated regulatory filings"
"Senior Scientist (Toxicology, EDDC)",South,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$5,900","to$10,800",Monthly,"Roles & Responsibilities
In this role you will be responsible for planning and execution of the safety pharmacology and toxicology studies for both small molecules and biologics in the discovery and clinical development phase of drug development
   Job Descriptions:
·  This position is for a toxicologist in the preclinical discovery and preclinical sciences group of EDDC.
The candidate will serve as a project team representative responsible for design, reporting, and interpretation of safety studies. This will be in support of oncology therapeut ics, as well as, other therapeutic areas as opportunities arise.
As a member of the project teams, the candidate will interact and provide guidance to other funct ional areas, such as Regulatory Affairs, Pharmacovigilance, and Clinical groups regarding the necessary types of studies and the relevance of findings from drug safety studies.
Experience in working with CROs for executing the safety pharmacology and tox studies.
Serve as study sponsor/director on internal exploratory studies, and oversee the design, reporting and interpretation of outsourced exploratory and GLP-compliant studies
Summarize safety studies for regulatory submissions, including components for IBs and clinical  protocols
Interacts with other functional area experts in a project team environment to recommend the best course of action for a given program, and defend those recommendations to governance  committees","Requirements
PhD (or DVM) in toxicology, or related field
Board certification desired (DABT or DAVBD
Previous pharmaceutical industry experience, 5 to 7 years
Experience w ith small molecules & biologics
Experience in design, reporting, and interpreting safety studies, and experience in study direction of GLP studies is a plus.
Comfortable working in team environments and in matrix management settings, with the ability to work independently to resolve issues.
Excellent written and oral communicat ion of scientific data, both internally and in the scientific community
Ex perience in working with Asian, U.S/European regulatory authorities required.
Experience with all phases of pre-IND through Phase I/II programs and associated regulatory filings."
Data Scientist (Machine Learning Specialist),Central,Full Time,Professional,"Banking and Finance, Engineering, Information Technology, Insurance",,,,"Roles & Responsibilities
Job Summary
We are looking for several Data Scientists (Machine Learning Specialists) who will work with our clients to discover the information hidden in vast amounts of data, and help them make smarter decisions to deliver better products or services. You will work with AIDA’s highly motivated team to apply data mining techniques, do statistical analysis, build high quality machine learning model and deploy the models to the cloud or our client’s server and integrate the models with the existing client’s products or system.
  Responsibilities and Duties
Understanding business problems and dividing the problems into different tasks that can be solved by Machine Learning
Processing, cleansing, and verifying the integrity of data used for analysis; Performing feature selection to select the most suitable features; Building high accurate machine learning models
Validating the machine learning results, visualizing, and presenting the results to related team and departments
Deploying the machine learning models into cloud or server and integrate the models into different systems","Requirements
PhD or Master's degree preferred in Computer Science or Mathematics with at least 2 year working experience with strong background in Statistics, Data Sciences, and Programming skills.
Expert in machine learning techniques and algorithms, such as LightGBM, XGBoost, ensemble and stacking methods, etc.
Proficiency in Python programming language and machine learning toolkit such as Scikit-learn.
Basic knowledge on DevOps and development tools such as docker, Git, Cloud platform such as AWS or Microsoft Azure
Experience in Data Management and SQL-based technologies
Excellent communication skills  "
Scientist (ARTC),West,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg
IIoT (or Industrial Internet or Industry 4.0) is reshaping manufacturing by enabling the acquisition and accessibility of far greater amounts of data, at far greater speeds, and far more efficiently than before. It is one of the key enabling technologies for Industry 4.0, which is a name given to the current trend of automation and data exchange in manufacturing technologies.
We are looking for a suitable candidate who can contribute to IIoT architecture design from the manufacturing point of view by considering all aspect of reliability, security, and agility needed for a factory of future.","Requirements
Ph.D. in System architecture, network design, wire/wireless networking
Experience candidates are preferred but entry level candidates with with strong analytical thinking will be considered 
Excellent communication and technical writing skills
Good analytical skills and team player 
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (ARTC),West,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg
Develop, extend, support and apply robotics software to solve industrial problems. Ability to use the ROS programming framework and Gazebo simulator. Topics of interest include 3D modelling, communications middleware, developer and debugging tools, perception, motion planning, and software packaging and distribution. The idea candidate is proficient in at least one of these topics, and capable of expanding into others.
  Responsibilities :
create software architecture, design and evaluate technologies to use
Design, analyze, troubleshooting and debugging systems and develop software solutions for i.ndustry members by translating business requirements into system requirements 
software development in C++, Python, ROS tools and libraries
Full life-cycle library and application development .
support, maintenance, and documentation of software functionality
software testing and quality assurance 
Integrate software with robotic hardware and mechanics to automate the adaptive robotic process
Develop testing and validation strategies
Manage state of the art machine vision technology and integration with robotic processes
Technical project planning and execution on development projects for global industry members
Technical write up and presentation
 ","Requirements
PhD/Bachelor in computer Engineering, software Engineering, Robotics Engi neering, Electrical Engineering or computer science
C/C++ programming experience is mandatory
ROS experience is an added advantage
Python experience is an added advantage
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
senior software engineer,South,Full Time,Professional,Information Technology,"$7,000","to$9,000",Monthly,"Roles & Responsibilities
You are leading the design, development, deployment and improvement of our production web client, API and microservices in the area of data analytics and data visualisation to create powerful data tools for our clients and internal team;
You develop web and server side prototype features based on new tech and new data analytics challenges;
You work closely with our project team, data engineers, consultants, data scientist and data visualization experts to ensure smooth implementation and seamless end-user experience. You quickly develop prototypes to implement new features;
You plan and document technical specifications for features or system design;
Together we build a technology development culture, which allows you to quickly but quality-oriented respond to priority changes and establishes an attractive culture where bright people like to work.","Requirements
You have 5+ years hands-on experience in developing complex, secure and user-centric Full Stack-software (based on Ruby, Javascript, jQuery, CSS, Bootstrap, SQL);
Knowledge of API design and development, as well as, RESTful Services;
Proficient understanding of code versioning tools such as Git;
You have a passion for modern and business-efficient user interface design with an eye for aesthetics layout. Always up-to-date on new web-technologies and UX-design trends;
You are a highly motivated, challenge-taking personality with a positive attitude. Team-oriented with an international mindset;
Bachelor's degree or equivalent experience;
You feel comfortable in developing your own code hands-on but also in working with a team of developers;
Motivated to build together a great company with a great product, which transforms the way our retail and FMCG Brand clients use data for decisions."
"Scientist / Senior Scientist (ARTC,A*STAR)",West,"Contract, Full Time",Executive,Sciences / Laboratory / R&D,"$5,900","to$11,800",Monthly,"Roles & Responsibilities
The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg
Reporting to and working closely with the Group Manager and leading a team of engineers or scientist in the Surface
Enhancement group, the successful candidate will be responsible for delivering key projects and growth to ensure relevance to the manufacturing industry. As a subject matter expert, he/she will also be involved in mapping out group technology strategy as well as mentoring junior engineers or scientist to deliver important KPIs that are aligned to ARTC strategic goals.

Specific responsibilities are:
• Responsible for delivering group’s KPI in terms of technology transfer, research revenue, publications and intellectual
property.
• Responsible for customer engagement to develop group technology roadmap and ensure it is align to market trends and customer requirements.
• Grow and develop team’s R&D direction and ensure it is align to market trends, customer requirements and ARTC strategic directions.
• Focus personal and team’s R&D effort in mechanical surface enhancement technology such as shot peening, laser shock peening, deep cold rolling, abrasive flow machining, robotised surface finishing & mechanical characterisation (residual stress
•& fLaetigaude & l imfeo) teivtca.t e a team of engineers for key projects delivery. It will include in-house, collaborative (with University and
A*STAR institutes) and direct-industry projects.
• Lead & responsible for cross team & cross group collaboration to deliver value and impact for surface enhancement
technology.
• Manage and plan technical training & career growth for engineer and scientist to meet group’s key performance indicators","Requirements
Degree, Masters or PhD in Engineering
Minimum 8 years of experience in manufacturing technology development (at least 5 years of experience in corporate R&D) especially in the area of mechanical surface enhancement technology
Possess broad knowledge in manufacturing processes as well as inspection and characterisation techniques and apply it to the development of surface enhancement technology
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Engineer Scientist,Central,Permanent,Professional,"Information Technology, Sciences / Laboratory / R&D","$4,000","to$7,000",Monthly,"Roles & Responsibilities
Engineer Scientist
If you are an outstanding engineer scientist or data science engineer who likes to build best-in-class data driven cloud solutions, we are interested in talking to you.
Responsibilities:
Design and develop a highly scalable, end to end pipeline, to consume, integrate and analyze large volumes of data.
Develop efficient algorithms for processing and monitoring for data pipelines.
Troubleshoot complex data-pipeline.
Use data science techniques to Improve quality of data and ingest data from several data sources using different web crawling techniques.
Work in Agile / Scrum environments with remote team.
Develop creative ideas on how to work better and smarter.
Influence and participate in top-priority projects that have a real impact.
Communicating effectively with various stakeholders across technology and the business.","Requirements
3+ years of Python product development experience.
Min 2 years of working experience in Shell Scripting, SQL, NoSQL (MongoDB) & Elastic-Search.
Experience with web crawling frameworks like scrapy and libraries like selenium, requests, lxml, beautiful-soap.
Develop clean, elegant, well-commented, and reusable code with version control (Git).
Knowledge of continuous deployment and integration.
Knowledge in processing queuing libraries (RabbitMQ,RQ, Redis, Celery).
Knowledge of cloud deployment strategies in AWS, Azure using server orchestration tools."
Customers-Facing Formulation Senior Scientist (Personal Care),Islandwide,Full Time,"Professional, Senior Executive",Sciences / Laboratory / R&D,"$5,500","to$8,500",Monthly,"Roles & Responsibilities
About Our Client
A leading specialty chemicals MNC is looking for a Customers-Facing Formulation Senior Scientist (Personal Care/Beauty Care/Cosmetic Care) to focus formulations that can meet the customers and market needs and demands across APAC.
Job Description
Working closely with Sales and Marketing team, you will be an expert in formulation of personal care applications and spokesperson for customers visits and conference. You will also manage chemists and develop the product portfolio of the specialty chemicals ingredients and its applications used in personal care.","Requirements
The Successful Applicant
You should have a Degree (preferably a Master or PhD) in Chemistry, Chemical Engineering or equivalent, with strong product development, R&D for personal care applications.
What's on Offer
You will be empowered in a role to drive short term to long terms customers applications across APAC.
Contact: 
Sharon Sim (Lic No: R1439960)
Quote job ref: 4032168
+65 6416 9863"
Research Assistant,South,Contract,Non-executive,Sciences / Laboratory / R&D,"$36,000","to$60,000",Annually,"Roles & Responsibilities
We have multiple postdoctoral data scientist/data engineer openings for the Grab-NUS AI Lab anchored at the Institute of Data Science at National University of Singapore.
Grab (http://www.grab.com/sg/) is Southeast Asia’s leading on-demand transportation platform. The Grab-NUS AI Lab aims to solve transportation challenges with intelligent insights and innovative services enabled by rigorous research in AI and data science.
The lab will focus on five key areas: passengers, drivers, traffic, locations, and big data AI platform. We will develop big data-driven machine-learning algorithms to predict and meet the needs of both the passengers and drivers, as well as to model and understand the city’s traffic and its locations better. The lab will also develop a state-of-the-art real-time visual and analytics AI platform to deploy the algorithms on big data.
The successful candidate(s) will conduct advance research on AI and data science in one the five focus areas mentioned above, led by distinguished professors from NUS’ Computing Department together with experienced data scientists from Grab.","Requirements
PhD/MS/BS in Computer Science or related field, with specialization related to data mining, machine learning, or databases;
Publications in top-tier conferences in Data Mining, Machine Learning, Databases and other relevant areas;
Prior research experience in transportation data analytics would be a plus;
Proficiency in large-scale programming systems for big data and AI;
Good oral and written skills in English;
Experienced in working in a team, with people of diverse skillsets, including industry end-users;
Passionate in working with developers and users to get solutions into use.
The appointment will be for two years. Selected candidates will be offered with attractive/competitive salaries and benefits. If interested, please send your resume and a cover letter to seekiong@nus.edu.sg."
Data Engineer(Deep Learning),Central,Full Time,Executive,Information Technology,"$3,500","to$6,500",Monthly,"Roles & Responsibilities
Job Responsibilities
You will work closely with data scientist team to build the training pipeline and improve the computer vision products such as OCR, facial recognition, facial comparison and liveness.","Requirements
Job Requirements
Bachelor’s Degree in Computer Science/Information Technology/Engineering
Good experience with Python is a must
Passion in computer vision field with good learning attitude
Team player, meticulous, and strong ownership for work"
Design Engineer / Electronic Component MNC / 5 days week / Fresh grad welcome,North,Full Time,Senior Executive,Information Technology,"$4,000","to$5,500",Monthly,"Roles & Responsibilities
Work with marketing teams building the next-generation intelligent HW platforms. As an architect, you’ll work with SW/applications team on driving future requirements on machine learning/computer vision applications, prototype them in C++/Python, write architecture spec and work with HW & FPGA design teams for implementation.
• CS/EE/Data Scientist specializing in Machine Learning, Deep Learning or computer vision systems
• Expertise and experience in machine learning algorithms, such as convolutional neural network, LSTM (Long Short-Term Memory) neural network, classification/detection and their applications
• Familiarity in computer vision algorithms such as object detection, tracking and recognition, 3D computer vision — SfM/SLAM
Understanding the system implications of aforementioned algorithms in terms of performance and power","Requirements
• Programming skills in C++/C and Python
• Knowledge in image processing pipeline is a plus
• Strong communication skills and ability to work across various groups
• FPGA understanding is a plus
• Degree in computer science or EEE with design experience
If you are keen in this position, kindly send your resume to ec@careertrend.com.sg
(Eileen Chin, EA Personnel Registration No.: R1108737)"
Data Scientist,Islandwide,Permanent,Professional,Information Technology,"$10,000","to$15,000",Monthly,"Roles & Responsibilities
About You
You are a highly motivated, bright, dynamic and adaptable business leader and individual contributor that thrives in an innovative, performance-oriented environment. Continual learning is everything and you want to be a key contributor in a team full of diverse, experienced technology and business professionals. Deep down you have a passion for life, embrace change and thrive in a creative environment. You understand what motivates customers and team members alike and you find solutions to their problems that are economic, strategic and elegant. How would others that you have worked with describe you? Is this you?
Joining the LEAP team gives you the opportunity to: work on a disruptive product that’s still in its very early stages, solving challenging problems that will revolutionize enterprise computing in the cloud. You’ll work for a hyper-growth company that is focused on creating the highest quality product in the market where your work has direct impact on customers every day.
Job Purpose
The LEAP Augmented Decision Platform (ADP) vision is to bring together a collection of cloud-based software and service products into an integrated offering with a unified experience.  The platform requires architecting for growth and to ensure it can operate at high scale, resilience and performance. At the same time, it must be carefully positioned with our customers and able to evolve rapidly in response to their needs.
As the Data Scientist, you will utilize analytical, modelling, technical and problem-solving skills to develop customer cloud transformations and inform the strategic direction of product, solution and capability development. You will be required to input into customer propositions based on the insight you obtain from data analytics. You will establish and grow a data science discipline within the company that is able to repeatably and reliably deliver these outcomes and can also offer insight that informs the direction and growth of other group companies. You possess not only analytical skills but also commercial acumen in how solutions can impact customer operations and support strategic initiatives.
This role will provide ample opportunities for growth and you must possess drive and ambition to extend your skills into new areas of customer focus that will evolve as part of your role and the growth of the business. You must ensure the company’s ability to deliver the proposed solutions and ensure they are aligned to the target NPS 100 customer program.
The role is critical to the strategy of LEAP and will initially be a singleton role but will grow (based on success) to a larger team of data science professionals across a variety of disciplines. The role is primarily customer and internally focused within the company, but it is expected that you will also work within the STT ecosystem to assist in the evaluation and execution of the overall business strategy including M&A, technology and business architecture and deal structuring.
Key Responsibilities
Own the data solution in the creation of customer proposals and support multiple sales cycles.
Engage with customers to understand their data model and provide insight as part of an outcome sales process.
Work with internal stakeholders to identify opportunities for leveraging company data to drive business solutions.
Mine and analyse company and group data to optimize product development, marketing and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models, algorithms and testing frameworks to apply to data sets.
Use predictive modelling to optimize customer experience, revenue generation and other business outcomes.
Develop processes and tools to monitor and analyse model performance and data accuracy.
Assist in the evaluation of acquisitions supporting the CTO and due diligence teams.","Requirements
Formal Education
Required: Bachelor’s degree in Statistics, Mathematics, Computer Science or a similar quantitative field
Preferred: Master’s degree or PhD in any quantitative or analytical discipline
Specialist Knowledge (Work Experience, Further Qualification)
5-7 years of experience manipulating data sets and building statistical models. Recent experience of ML and AI.
Moderate to strong exposure to cloud, web, search, marketing and related fields.
Coding knowledge and experience with several languages: C, C++, Java, JavaScript, Python, Perl, etc.
Experience in statistical analysis, data mining and database queries (SQL, NoSQL, R, Python, regression, trees, etc.)
Knowledge of big and distributed data / computing tools (Map/Reduce, Hadoop, Splunk, Hive, etc.)
Experience with web services and data (Redshift, Google Analytics and AdWords, Facebook Insight, etc.)
Excellent written, verbal and interpersonal communication skills"
Research Scientist,West,"Contract, Full Time","Professional, Non-executive","Engineering, Sciences / Laboratory / R&D","$4,800","to$5,500",Monthly,"Roles & Responsibilities
The Physical Analysis and Cryptographic Engineering (PACE), Temasek Laboratories @ Nanyang Technological University, Singapore is seeking one motivated researcher to fulfill the research scientist position, in the area of embedded security.
The candidate will perform the research on embedded security, specific to security evaluation and forensics of hardware and software targets.  This position is available from April 2019. The initial contract will be one year. There are possibilities for extension upon successful performance.","Requirements
Candidates should have already completed or close to completion of PhD degree in mathematics, computer science, electrical engineering, or related disciplines, with strong background in embedded security.
Experienced in embedded systems, Internet of things and security evaluation.
Strong understanding of cryptographic algorithms (symmetric and asymmetric). Coding background in C/Java/Assembly/Python for analysis is required.
Should have previous lab exposure to practical side channel equipment on embedded systems, which will be an integral part of the upcoming projects. The project would require implementation of assembly (AVR/ARM) optimized targets and analysis.
Understanding of design and security analysis of cryptographic protocols on variety of embedded platforms. The candidate should have track record in R&D (publications in international journals and conferences.
Creative, curious, self-motivated and a team player with good analytical and problem-solving skills.
The candidate needs to be fluent in written and spoken English
Previous experience in reverse engineering is a plus."
Data Scientist,West,"Permanent, Full Time",Professional,"Engineering, Information Technology","$7,000","to$11,000",Monthly,"Roles & Responsibilities
As one of the fastest growing e-commerce and logistics companies in Asia, RedMart is a part of Alibaba-backed Lazada, Southeast Asia’s leading online shopping and selling platform, and we offer an unparalleled scaling a startup experience. We’re focused on always improving our customer experience and achieving our mission: To save our customers time and money for the important things in life!
  We are looking for a Data Scientist/Search Engineer who cares deeply about customers and users to help develop the next generation of search and personalization at RedMart. You will build data mining systems to tackle hard problems in understanding and predicting consumer behavior to offer items to customers which are most relevant to them.
  You will work with engineers, product managers and designers to develop innovative new technologies and data driven features and products. You will also work closely with other Data Scientists to collaborate on projects and share techniques and learnings. If you enjoy working with data to build products and solve hard problems in surprisingly creative ways, this is the role for you.
 ","Requirements
Qualifications:
Deep expertise in search, preferably in e-commerce. Excellent knowledge on improving search incrementally as well as making step-changes such as applying NLP, text mining, etc.
Proven track record building robust search systems and achieving strong results
Expertise in personalization and recommender systems
Able to guide a team of engineers to identify and break down necessary architecture and services to support search and personalization services
Able to guide and work well with a team of engineers to implement Machine Learning algorithms and models, as well as implementing necessary software
Solid understanding of search metrics and implementing tracking to measure performance
Solid understanding of search engines and utilizing features effectively. Familiarity with ElasticSearch is a plus
Hands-on experience developing and implementing Machine Learning algorithms and models. Background in Machine Learning,Statistics & Information Retrieval
Design, implement, test robust technical solutions that our high traffic site/apps can rely on
Write clean code that’s testable, maintainable, solves the right problem and does it well. Code you can be proud of.
Phd, Masters, or equivalent experience in a quantitative field (computer science, physics, mathematics, bioinformatics, etc.) a plus, but by no means a must
Experience programming in functional languages (Scala,Golang,Haskell, Clojure etc.) a plus but not a must
Knowledge of scripting languages like  Python/R, familiarity with web frameworks a plus
Experience with Java and/or Scala and microservices is a plus
Understanding of A/B testing
    Desired Skills:
Able to be a key influencer in the team’s strategy and contribute significantly to team planning, showing good judgement making technical trade-offs between the team’s short term and long term business needs, and the needs of the company as a whole
Strong team player: Superb communication skills, thrives in a collaborative environment and be committed to the success of the team as a whole.
Critical thinking: ability to track down complex data and engineering issues, evaluate different algorithmic approaches, and analyze data to solve problems
Creativity: you can conceive of new data driven products, features, and technologies
Results: you prioritize, focusing on ideas and features that will have significant, measurable impact
Planning & estimation: ability to set and meet your own project objectives & milestones
Communicate results and progress internally and externally in meetings, presentations, and tech talks
Passion for technology. Our developers are always evaluating new tools and technologies that can make us better. What has attracted your interest lately?"
Data Scientist,East,Full Time,Senior Executive,Information Technology,"$4,000","to$6,500",Monthly,"Roles & Responsibilities
Data Scientist (Data Science & Analytics)

Roles and responsibilities
  Perform data science research and development in line with organization’s vision within digital health and wellness domain.
Design and qualifying processes for data gathering, storage, processing, integration.
Perform data research and analytics using deep machine learning to create accurate data and prediction model
Refining data prediction model for demo, prototyping that leads to eventual productization.
Take ownership and follow through the transfer of algorithm and prediction model to product and engineering team.
Documentation of research, experiments, modelling and methodology. 
Providing reports and presentations on results and findings.
Identify opportunities and risks for the business through data science and analytics.


Requirements
 ","Requirements
3 to 5 years in data research, data science or analytics.
Bachelor or Master degree in Statistic, Mathematics, Biomedical Science, Computer Science or related discipline.
Good working knowledge of R, SQL, MATLAB, Python, C/C++.
Experiences in deploying prediction models to final products will be considered favourably.
Keen interest in digital healthcare, wellness and fitness domain.
A 'go with the flow' and positive attitude, adaptable to change and energetic.
Have the ability to problem-solve and can be very resourceful.
Passionate in learning and working with new technologies.
A natural tenacity, resilency and determination.
Benefits: Flexi benefits that covers medical, gym, sports and wellness.
If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people’s lives, then we would love to hear from you!"
