title,location,employment_type,level,category,salary_min,salary_max,salary_type,description,requirements
Business Analyst,East,Permanent,Executive,Consulting,"$2,500","to$5,000",Monthly,"Roles & Responsibilities
The Business Analyst is responsible for collecting, analyzing, and evaluating data and information to assist the team in developing business solutions and/or improvements in the business processes or systems. This also includes monitoring business progress according to agreed measures and within set organizational procedures.
Key Responsibilities:
Provide business insight through metrics, reporting, and variance analysis.
Prepares, develops and analyses daily, weekly, monthly reports and presentations on Key Performance Indicators and other key statistical data on the call center
Perform market analysis in supporting business decision making
Prepare business plan presentations with results of analysis
Detail oriented, independent, proactive and able to work under pressure to meet deadlines.
Team player with good interpersonal and communication skills
Perform other duties as assigned","Requirements
Must possess at least a Diploma and above
Has strong analytical skills
Proficient in Advanced Excel and Powerpoint
Prior knowledge in Tableau and/or Python is preferred"
Senior System Analyst,West,Permanent,Manager,Information Technology,"$5,000","to$6,000",Monthly,"Roles & Responsibilities
  Assist in project management and coordinate with vendors to ensure smooth systems implementation.
Conduct requirement studies, detail systems analysis and design as well as systems testing of new systems and system enhancements.
Develop test specifications and perform testing (Test Specialist Role).
Perform application support lead role:
Project Lead in change management and ensure changes to IT systems are delivered on schedule.
Conduct impact analysis on application changes
Analyse and troubleshoot application problem
Implement system software changes
Perform project manager role to:
Ensure successful delivery of the project that meets user requirements.
Manage stakeholders for project success
Perform Business Analyst role to implement business process innovation and change","Requirements
Degree in computer science, computer engineering or information technology.
Minimum 3 years of software development (J2EE technologies) environment & experience in project management 
Highly resourceful and proactive with strong analytical skills
Preferably experience in logistics or port operations.
Knowledge of Agile/Scrum methodology would be advantageous.
Please send in your resume in MS Word format to malah@oaktree.com.sg 
Manimalah Suppiah, EA License No : 06C4642, EA Reg No : R1105598"
Inclusion & Diversity Analyst,"East, Central","Temporary, Contract",Senior Executive,Banking and Finance,"$6,500","to$8,000",Monthly,"Roles & Responsibilities
Inclusion & Diversity is a capability that drives talent engagement, business growth, innovation and cross-cultural competence across key stakeholder relationships.
The Diversity & Inclusion Analyst  in Asia Pacific  will be responsible partnering with our regional network and global team, to implement diversity and inclusion programmes throughout our region
You will work with the Asia Pacific Head of Inclusion and Community to ensure implementation, tracking and measurement of initiatives and projects around Inclusion and Diversity across the region
It will be important to work closely with the wider HR team, collaborating to monitor employee diversity and sharing subject matter expertise.
You will partner with the HR Business Partners to advise business champions across Visa on internal and external execution of Visa's Diversity & Inclusion activities throughout Asia Pacific.
 ","Requirements
A passion for diversity and inclusion
Educated to degree level (or equivalent experience)
Experience of implementing and executing programmes  at a regional level
Data analytics skills and excellent power point skills
Ability to manage own workload and communicating progress with stakeholders
Experience working in a matrix organization and balancing multiple stakeholder requirements
Self-starter with the ability to work autonomously, whilst aligning with the global Employee Experience leaders
Ability to manage various internal and external stakeholders
Excellent interpersonal communication and networking skills
Open-minded, sensitive and respectful mindset
Budget management skills
   "
Aluminium Analyst,Central,Permanent,Executive,Consulting,"$60,000","to$84,000",Annually,"Roles & Responsibilities
Our client's market-leading Analysis division is seeking a talented and motivated analyst to join their Aluminium Team in the primary & products area.

Working as part of a team producing a regular portfolio of publications, you will be responsible for primary research into the aluminium market, analysing price and supply-demand trends in ingot and value added shapes markets. You will be required to maintain and develop a structured approach to data collection, storage and analysis in the aluminium sector whilst performing detailed analysis of data and statistics to generate market forecasts.

You will also maintain detailed capacity and production databases in the primary and mid-stream area by undertaking research and communicating with the market to confirm data. Additionally, you will work closely with customers to assist them in obtaining maximum value from our services.

For the right person, this position will offer the opportunity to develop an in-depth understanding of the aluminium markets and contribute to the company’s market-leading publications as part of a well-established team.","Requirements
Essential criteria
Undergraduate degree in Economics or in a similar field with a minimum grade of 2:1 
Fluent written and spoken English
Proven analytical skills with the ability to critically analyse data and identify trends and key drivers 
Ability to construct a compelling narrative and have the confidence to express and defend position clearly 
Strong quantitative background and a creative thinker based on a robust approach to data/modelling 
Excellent IT skills including the use of MS Office (Word, PowerPoint, Outlook)
Desirable criteria
Goal-oriented, with a high level of energy and enthusiasm; able to operate efficiently, effectively and professionally within a fast paced, dynamic and results driven business environment 
A strong commercial awareness and an analytical mind-set with the ability to quickly understand the intricacies and complexities of the economics and data that drive the company's business and strategy 
Fluency in an additional language would be an advantage"
Senior Business Analyst (Cash Mgt Payments),"South, Central",Contract,Manager,Information Technology,"$8,000","to$10,000",Monthly,"Roles & Responsibilities
Business Analyst Responsibilities:
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings.
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Providing leadership, training, coaching, and guidance to junior staff.
Allocating resources and maintaining cost efficiency.
Ensuring solutions meet business needs and requirements.
Performing user acceptance testing.
Managing projects, developing project plans, and monitoring performance.
Updating, implementing and maintaining procedures.
Prioritizing initiatives based on business needs and requirements.
Serving as a liaison between stakeholders and users.
Managing competing resources and priorities.
Monitoring deliverables and ensuring timely completion of projects.","Requirements
Additional requirements: Cash Management and Payments domain is a highly advantaged
Work location: Alexandra Road, Raffles Place
Company UEN No 199700895N"
Corporate & Investment Bank Summer Analyst,Central,Internship,Fresh/entry level,Banking and Finance,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
What You Can Expect

You'll work in partnership with our industry leading team, developing and executing the strategies that drive long-term business growth for our clients – providing comprehensive advice, raising capital and offering risk management expertise.
“Teamwork is an integral part of my day-to-day life. In fact, every project involves a new team and dynamic environment – working on live deals, pitches and ad hoc requests.""
- Maria, Analyst
This 10-week program begins with five-days of orientation and training in Hong Kong, giving you key technical and practical knowledge you'll use throughout the summer. You'll analyze market data, build detailed financial models and prepare client presentations for mergers and acquisitions, leveraged buyouts and capital markets advisory. You'll also help manage client transactions from pitch to close under the mentorship of our senior leaders.
You'll have the opportunity to sharpen your skills, build your professional network and potentially join the J.P. Morgan team full-time upon successful program completion.","Requirements
We're looking for individuals with the vision and initiative to develop and execute high-level strategic plans in collaboration with our clients around the world.
Key Qualifications:
Minimum GPA of 3.2 out of 4.0 or equivalent
Coursework in finance or economics a plus
Excellent analytical, quantitative and interpretative skills
Ability to thrive in a dynamic, collaborative work environment
Highly adaptable, flexible and resilient
Excel, PowerPoint and Word proficiency"
Sales Operations Analyst (SQL),Central,Contract,Senior Executive,Others,"$7,000","to$9,000",Monthly,"Roles & Responsibilities
1 Year Contract
Leading internet & online media firm
Up to $8,000 monthly 
Work for a renowned global internet and online media firm as one of their Sales Operations Analysts based in its APAC HQ in Singapore. In this challenging and fast-paced role, we are seeking for an analytical thinking and meticulous Analyst who has expertise in SQL with proven abilities in providing complex data analysis at a regional level to join this team. You can look forward to join a results-driven, innovative and vibrant work environment which will give you more breadth and benefits in the corporate world.
Responsibilities:
You will play a significant role in supporting the regional Sales Team in key planning and operational tasks
Provide high level of analysis using internal and external data and information which you will derive insights and provide input for the team
Assess sales performance while track and identify area for improvements
Create and maintain key data set and report and focus on operational excellence","Requirements
Requirements:
Bachelor Degree with a minimum of 3+ years Sales analysis or similar experience at regional level
Strong SQL and MS Excel skills
Analytical-thinking, high attention to detail with strong desire to learn
Experience in using data analysis tools - i.e. Tableau, Salesforce
Prior experience within online media, internet, mobile, technology or other similar industry will be a huge plus
Shortlisted candidate will be offered 1-year contract, 12-days annual leave, 14-days medical leave and medical insurance coverage
Interested parties please click ""Apply Now"" or contact Juzailah Khatmin(EA Reg. No. R1110441) on +65 6429 3211 for more information.
Chandler Macleod Group Pte Ltd, EA Licence: 11C3837
Reference Number: 18365_154760602849444
Contact Details: Juzailah Khatmin
www.chandlermacleod.com"
Corporate & Investment Bank Full-Time Analyst,Central,Full Time,Fresh/entry level,Banking and Finance,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
Collaborate with our industry experts in sales, trading and research while building your expertise in the global financial markets. Our teams research and identify opportunities and risk, and develop and execute complex financial transactions while working in a dynamic business environment.   
What You Can Expect
In this program, you will join our Sales, Trading or Research teams, where you will gain a deep understanding of our financial products, valuation methods, client needs, and market influences. You’ll help manage client relationships for Sales, facilitate trades and manage risk for Trading, or work on financial models for Research. 
  “I’m surrounded by people who are willing to teach me and share their experiences.”
– Raisah, Analyst
  From day one, you’ll build your technical skills through extensive training. You’ll join our team in New York for six to seven weeks of instruction in statistics, economics, credit analysis, valuation, financial modeling and more. You’ll then be assigned a desk, where you’ll develop strategies to help clients outperform their benchmarks. Through hands-on experiences, you’ll learn about the various assets classes – equities, credit, foreign exchange, commodities and emerging markets. Also as part of our training, we’ll prepare you for licensing exams.
  You’ll become an expert on our industry-leading teams while developing your own professional network.","Requirements
We're looking for individuals with the vision and initiative to develop and execute high-level strategic plans in collaboration with our clients around the world.
  Key Qualifications:
  Minimum GPA of 3.2
Exceptional quantitative, analytical and communication skills
Genuine interest in financial markets and economic data and trends
Excel, Powerpoint and Word proficiency
Excellent leadership and collaborative skills
Asian language preferred but not required
 "
Corporate & Investment Bank Summer Analyst,Central,Contract,Fresh/entry level,Banking and Finance,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
You'll work in partnership with our industry leading team, developing and executing the strategies that drive long-term business growth for our clients – providing comprehensive advice, raising capital and offering risk management expertise.
“Teamwork is an integral part of my day-to-day life. In fact, every project involves a new team and dynamic environment – working on live deals, pitches and ad hoc requests.""
- Maria, Analyst
This 10-week program begins with five-days of orientation and training in Hong Kong, giving you key technical and practical knowledge you'll use throughout the summer. You'll analyze market data, build detailed financial models and prepare client presentations for mergers and acquisitions, leveraged buyouts and capital markets advisory. You'll also help manage client transactions from pitch to close under the mentorship of our senior leaders.
You'll have the opportunity to sharpen your skills, build your professional network and potentially join the J.P. Morgan team full-time upon successful program completion.","Requirements
We're looking for individuals with the vision and initiative to develop and execute high-level strategic plans in collaboration with our clients around the world.
Key Qualifications:
Minimum GPA of 3.2 out of 4.0 or equivalent
Coursework in finance or economics a plus
Excellent analytical, quantitative and interpretative skills
Ability to thrive in a dynamic, collaborative work environment
Highly adaptable, flexible and resilient
Excel, PowerPoint and Word proficiency"
Corporate & Investment Bank Full-Time Analyst,Central,Full Time,Fresh/entry level,Banking and Finance,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
Collaborate with our industry experts in sales, trading and research while building your expertise in the global financial markets. Our teams research and identify opportunities and risk, and develop and execute complex financial transactions while working in a dynamic business environment.   
What You Can Expect
In this program, you will join our Sales, Trading or Research teams, where you will gain a deep understanding of our financial products, valuation methods, client needs, and market influences. You’ll help manage client relationships for Sales, facilitate trades and manage risk for Trading, or work on financial models for Research. 
“I’m surrounded by people who are willing to teach me and share their experiences.”
– Raisah, Analyst
From day one, you’ll build your technical skills through extensive training. You’ll join our team in New York for six to seven weeks of instruction in statistics, economics, credit analysis, valuation, financial modeling and more. You’ll then be assigned a desk, where you’ll develop strategies to help clients outperform their benchmarks. Through hands-on experiences, you’ll learn about the various assets classes – equities, credit, foreign exchange, commodities and emerging markets. Also as part of our training, we’ll prepare you for licensing exams.
You’ll become an expert on our industry-leading teams while developing your own professional network.","Requirements
We're looking for individuals with the vision and initiative to develop and execute high-level strategic plans in collaboration with our clients around the world.
Key Qualifications:
Minimum GPA of 3.2
Exceptional quantitative, analytical and communication skills
Genuine interest in financial markets and economic data and trends
Excel, Powerpoint and Word proficiency
Excellent leadership and collaborative skills
Asian language preferred but not required"
Corporate & Investment Bank Summer Analyst,Central,Contract,Fresh/entry level,Banking and Finance,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
You'll work in partnership with our industry leading team, developing and executing the strategies that drive long-term business growth for our clients – providing comprehensive advice, raising capital and offering risk management expertise.
“Teamwork is an integral part of my day-to-day life. In fact, every project involves a new team and dynamic environment – working on live deals, pitches and ad hoc requests.""
- Maria, Analyst
This 10-week program begins with five-days of orientation and training in Hong Kong, giving you key technical and practical knowledge you'll use throughout the summer. You'll analyze market data, build detailed financial models and prepare client presentations for mergers and acquisitions, leveraged buyouts and capital markets advisory. You'll also help manage client transactions from pitch to close under the mentorship of our senior leaders.
You'll have the opportunity to sharpen your skills, build your professional network and potentially join the J.P. Morgan team full-time upon successful program completion.","Requirements
We're looking for individuals with the vision and initiative to develop and execute high-level strategic plans in collaboration with our clients around the world.
Key Qualifications:
Minimum GPA of 3.2 out of 4.0 or equivalent
Coursework in finance or economics a plus
Excellent analytical, quantitative and interpretative skills
Ability to thrive in a dynamic, collaborative work environment
Highly adaptable, flexible and resilient
Excel, PowerPoint and Word proficiency"
Service Management Analyst,Islandwide,Full Time,Junior Executive,Information Technology,"$3,300","to$6,000",Monthly,"Roles & Responsibilities
Join Accenture and help transform leading organizations and communities around the world.  The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance.  Choose Accenture, and make delivering innovative work part of your extraordinary career.
People in our Client Delivery & Operations career track drive delivery and capability excellence through the design, development and/or delivery of a solution, service, capability or offering. They grow into delivery-focused roles, and can progress within their current role, laterally or upward.
The Service Management Analyst is responsible for supporting the service management functions and delivering Information Technology Infrastructure Library (ITIL) service operations processes of problem, change, configuration, incident, and release management.
Job Responsibilities:
Specializing in the delivery of one of the processes or providing management and coordination across multiple processes
Ensuring client satisfaction and managing risk to services including Change Management, Release Management, Problem Management, Incident Management or Major Incident Management, and Configuration Management
Identifying, logging, monitoring and escalating issues or outages, and ensuring timely assignment to meet Service Level Agreement (SLA)
Preventing the occurrence of incidents or problems via the identification, and investigation of client Service Management issues
Delivering appropriate and effective communications to different stakeholders including third party vendor on issue escalation and resolution at all stages","Requirements
Skills and Qualifications:
Minimum Degree or equivalent
At least 1 year of relevant experience in Service Management or ITIL processes
Certification in ITIL V2 or V3 Foundations will be an advantage
Ability to manage multiple priorities and work independently to achieve team goals
Ability to direct and manage Service Level Agreement (SLA) oversight, adherence, and reporting
All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development.  You’ll also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.
Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
APAC Marketing Operations Analyst,Islandwide,Full Time,Executive,"Consulting , Information Technology, Marketing / Public Relations , Others",,,,"Roles & Responsibilities
Data-driven individual with strong creative and analytical skills to support the APAC Marketing Operations function.
You should have proven experience in Marketing Automation tool – Marketo and CRM – Salesforce. Your key responsibilities include generating, updating and maintaining database and lead reports used at the management level. There will also be projects at the APAC and Country level that requires your support in providing data analysis and data export. Such projects include data cleansing, normalization, etc.
Data cleansing, normalisation and appending (Marketo mainly)
Define and develop data quality processes, procedures, tools, and documentation for list data
Manage data normalization projects including
Liaising with 3rd party agency data cleansing end-to-end – this includes briefing, provision of data and validation of delivered data.
Build, maintain and refine Smart Campaigns in Marketo to normalize data
Run ping test service to AP Marketing team for newly acquired records via 3rd party vendor
Work with country marketing managers and Global team (if required) for the above process
Lead Performance (SFDC)
Marketing Qualified Leads (MQL) – Analyse data and share insights on MQL reports. Propose recommendations and monitor results
Segmentation (SFDC/Marketo)
By key attributes e.g. Company Name, Account, Country, etc.
By campaign responses e.g. those who clicked through email in last 6 months
Cross Segmentation e.g. is a Customer Decision Maker but did not click through email in last 6 months
Reporting (SFDC/Marketo/other tools)
Monthly Overview trended Leads and Database movement reports
Ad-hoc reporting for AP Marketing team using SFDC, Marketo and other reporting tools.
Data issues/Investigation (SFDC/Marketo/other tools)
Perform analysis or investigation on lead issues/questions in SFDC, Marketo and other reporting tools.","Requirements
  Desired Skill Sets
Diploma / Degree in Business Management, Data Analytics or equivalent
Experience in data analytics
Strong excel skills
Experience in Marketo and/or Salesforce an added advantage
Excellent communication skills
Data-driven individual with strong creative and analytical skills
  Interested applicants, please write-in to marie.xie@talentspotgroup.com
We regret that only short-listed applicants will be contacted for a discussion."
CASH AND PAYMENTS BUSINESS ANALYST,East,Full Time,Senior Executive,Information Technology,"$8,000","to$10,000",Monthly,"Roles & Responsibilities
Solid understanding of the payments processing including domestic and cross border payment (FX and FCY).
Good understanding of the any of the market Payment’s product. (GPP-SP (Preferred), Finacle or others).
Understanding of the product should not be limited to screen usage but in depth understanding of the product including the set up, configuration, rule setting and triaging","Requirements
  Working knowledge of payments messages/format SWIFT & ISO20022.
Have worked on a country specific clearing (SEPA, MEPS, G3, SKN etc) which has seen the production cut over and was core member of the BA or Application team.
Working knowledge of DB and proficient in using SQLs.
 Ability to document the requirements based on discussion with the product or operations team.
 Ability to design the solution of the known payments product or suggest technical solution outside the payment engine to counter the shortcoming in the product."
Cash and Payments Business Analyst,East,Full Time,Senior Executive,Information Technology,"$6,000","to$8,000",Monthly,"Roles & Responsibilities
Solid understanding of the payments processing including domestic and cross border payment (FX and FCY).
Good understanding of the any of the market Payment’s product. (GPP-SP (Preferred), Finacle or others).
Understanding of the product should not be limited to screen usage but in depth understanding of the product including the set up, configuration, rule setting and triaging","Requirements
Working knowledge of payments messages/format SWIFT & ISO20022.
 Have worked on a country specific clearing (SEPA, MEPS, G3, SKN etc) which has seen the production cut over and was core member of the BA or Application team.
Working knowledge of DB and proficient in using SQLs.
Ability to document the requirements based on discussion with the product or operations team.
Ability to design the solution of the known payments product or suggest technical solution outside the payment engine to counter the shortcoming in the product."
L2 Support Analyst,Central,"Permanent, Full Time",Professional,Banking and Finance,"$6,000","to$120,000",Monthly,"Roles & Responsibilities
In Asia Pacific, BNP Paribas is one of the best-positioned international financial institutions with an uninterrupted presence since 1860. Currently with over 17,000 employees* and a presence in 14 markets, BNP Paribas provides corporates, institutional and private investors with product and service solutions tailored to their specific needs. It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail banking and consumer financing through strategic partnerships.
Worldwide, BNP Paribas has a presence in 73 markets with more than 196,000 employees. It has key positions in its three main activities: Domestic Markets and International Financial Services (whose retail-banking networks and financial services are covered by Retail Banking & Services) and Corporate & Institutional Banking, which serves two client franchises: corporate clients and institutional investors. Asia Pacific is a key strategic region for BNP Paribas and it continues to develop its franchise in the region.
BNP Paribas offers you an exciting career in an international business environment that is fast-paced, diverse and focuses on creating high-value relationships with our clients. We offer competitive salary and benefits, as well as a working environment where you’re valued as part of the team.
* excluding partnerships
https://careers.apac.bnpparibas/
  Position Purpose
Be a team member of L2 production support team located across Singapore, Hong Kong and India to ensure 24 * 7 production support for the APAC region.
Provide application production support for Cash Management systems within Asia Pacific.
Independently debug and propose resolution/work-around for complex production issues.
Ensure root cause analysis is performed where necessary and manage resulting action items to completion.
Coordinate across various teams to effectively manage production issues and maintenance activities.
Respond to user requests, incidents and follow up on problems in a timely manner.
Ensure issues are reported, tracked, followed up and escalated timely.
Resolve or coordinate the resolution of issues with other internal teams and / or the vendor.
Coordinate and follow up with Application teams to ensure permanent fix is prioritized, planned and delivered.
Communicate and provide status updates on issues to business users, management team and other stakeholders.
Contribute to preventive system monitoring and alerting, where appropriate.
Support change management process and application releases.
Support Disaster Recovery Test and Business Continuity activities.
Support IT Security activities e.g. health checks after security patches.
Support end-of-day and end-of-month batch runs.
Perform and coordinate regular maintenance activities.
Document operation procedures, contribute to knowledge base and cross train other team members to build up functional and technical expertise for our CM applications.
Analyze and challenge existing support processes to achieve continuous improvement.
Responsibilities
Direct Responsibilities
Incidents resolution.
Preventive maintenance.
Pro-active actions / measures to limit corrective maintenance activities.
Team management
Inquisitive mind","Requirements
Technical & Behavioral Competencies
Technical
JAVA/J2EE
Websphere/Tomcat/JBOSS
ORACLE PL/SQL
UNIX / LINUX /WINDOWS skills.
TIBCO EMS/ TIBCO BW/ TIBCO ADMIN/ MFT / BC / IBM MQ
Informatica/ETL
ITSM tool: Service Now
Database performance & SQL tuning experience is a plus
Good understanding of ISO 20022 and SWIFT MT messaging standard.
Good technical troubleshooting and debugging skills and familiarity with Unix commands
Functional
Strong understanding of payments, local clearing systems, H2H concept and applications, reporting.
Understanding and experience in ITIL concepts.
Possess good analytical skill and self-motivated
Behavioural
Good team player with strong analytical, communication and interpersonal skills.
Results and client oriented.
Able to work independently with minimal supervision but with a keen sense to escalate timely and appropriately.
Excellent people management and communication skills.
Able to take instructions and knows when to question and when to execute.
Specific Qualifications
Qualifications
University Degree in Computer Science or related disciplines.
Good command of spoken and written English. Working command of spoken and written Mandarin (or 2nd language) is preferable.
Experience
Strong experience in and preference for application production support.
Strong technical background in web based applications development on JAVA/J2EE/TIBCO platform.
Experience in supporting payments and Cash Management products and applications in APAC region.
Knowledge of COBOL will be added advantage.
Customer/Supplier Relations:
Internal:
Customers
Business lines e.g. TBA
Middle Office e.g. PCMO
Back Office e.g. ARPC
Suppliers
ICM IT teams e.g. Payment, CDL
External :
Vendors of local cash management solutions e.g. FIS, Nucleus.
Regulators i.e. HKICL, BCS, BOT, BNM"
Integration Analyst - SAP WMS,Islandwide,Contract,Middle Management,Information Technology,"$4,000","to$7,000",Monthly,"Roles & Responsibilities
Experience in SAP EDI,  Liaison -WMS system such as Manhattan software
Should have experience on mapping from SAP to 3rd party WMS tool.
12 months renwewable contract","Requirements
Should have experience in setting up middleware system (Liaison) and integrating with SAP and 3PL WMS system."
"Analyst, Innovation - Service Logistics APAC",North,Permanent,Non-executive,Logistics / Supply Chain,"$3,500","to$4,500",Monthly,"Roles & Responsibilities
Innovation Generation
Ensure that all ideas at its various stages are centrally maintained and monitored for progression across all stakeholders
All improvement cost saving linked to innovation are tracked and reported regularly to stakeholders to keep them excited about the ongoing evolvement of innovation
Innovation Engagement & Implementation
Developing and maintaining a business case assessment (BCA) framework and approach to the whole innovation execution cycle
Regular updates on the progression on innovation implementation to showcase to Senior Management Team and countries and global the value that innovation bring to our organisation
Innovation Value Proposition to Customers
Develop respective innovation package that can be used by respective stakeholders (e.g. BD, CSS, AM etc.) to share our innovation journey with existing or new customer
Develop and refresh the innovation workshop approach, discussion point and value proposition with customers at region or country level
Customer newsletter on Innovation for Service Logistics
Customer Survey on retention linked to innovation
Advocate for Innovation
Support the engagement and drive clear communication across functions (within Service Logistics, DHL Supply Chain and Customer Solutions & Innovation) at global, region and country level to ensure successful implementation of Innovation adoption
Be a strong advocate for customer so that there is constant push toward operation to adopt to the latest relevant technological solution that achieve cost effectiveness and efficiencies
Have a strong financial acumen to ensure that all innovation implementation will reap financial benefit network wide
Able to work cross functionally to drive a desirable outcome especially with customers","Requirements
Good understanding of supply chain management principles, aftermarket operations, and equipped with operations research skills such as scheduling and network modeling
Good understanding of Service Logistics end to end solution, processes, systems and constraints that span across different customer verticals and across APAC countries' operation 
Extensive understanding of countries dynamics, culture, practices and engagement model so as to achieve collaborative approach to innovation implementation and optimization 
Demonstrated ability to drive successful change management in a highly complex and matrix organisational environment to ensure successful innovation adoption 
Good knowledge of warehouse management systems (from a warehouse operations perspective) with some basic experience in warehousing and transport solution design (preferred)
 Extensive experience in planning major projects, including the development of project proposals, business cases, project schedules, and financial justifications etc. 
Strong analytical and problem solving skills with ability for quantitative analysis and modeling 
Process-oriented with excellent project management, people management and organizational skills 
Possesses process improvement / six sigma skill sets Good understanding of basic financial concepts 
A positive and contributory attitude and strong team player Independent and results-oriented with good multi-tasking skill and the ability to work under stress and tight deadlines 
Demonstrated ability to handle and relate to large quantities of data 
Creative and able to develop novel ideas and solutions 
Good MS Office skills especially in Words and Excel"
DLP (Data Loss Prevention) Analyst,Central,Contract,Professional,Information Technology,"$6,500","to$9,000",Monthly,"Roles & Responsibilities
·    Support to execute DLP strategy and initiatives according to the DLP roadmap including regional rollout planning.
·    Monitoring of DLP system (Email, Web, Endpoint, Network) to ensure:        
Incidents are investigated and escalated in accordance to the DLP Incident response and handling procedures,
All escalated incidents are tracked and followed up timely from beginning to closure and support business users to resolve DLP issues and closure of DLP incidents.
False positive incidents are effectively and accurately filtered/ fine tune,
Assist to handle Change Request for DLP Ruleset Policy.
·    Support to review DLP Policy, maintain and ensure DLP standard operating policies and procedures are kept updated.
·    Support management reporting of DLP incidents and statistics in the DLP Change Control Committee (CCC).
·    Coordinate the DLP audit work; respond to questions or reporting requirements from local authorities as required.
·    Maintain good working knowledge of industry trends, products, relevant laws and regulation.
·    Manage the Information Security Awareness training for DLP related items.","Requirements
-       Experience with administration and operation of Data Loss Prevention tools are preferred
-       Experience in development and fine tuning of DLP policy/ rules are preferred
-       Good Analytical skills
-       Knowledge of banking processes are preferred
-       Team player with good communication and interpersonal skills and be able to collaborate and interact effectively with Business Units
-       Self-starter who is able to work independently"
Senior Regional Delivery Analyst,North,Permanent,Senior Executive,Logistics / Supply Chain,"$6,500","to$8,000",Monthly,"Roles & Responsibilities
• Provide functional & technical expertise relating to the TMS and DeliveryConnect and assist countries with functional and technical queries.
• To assist Transport Operations and IT teams across APAC to migrate from legacy versions of the TMS and DeliveryConnect to newer versions.
• Review, assess, provide solutions and alternatives to Change Requests raised by Transport Operations or country IT teams. Work to ensure changes are reviewed and are in-line with overall product strategy and best-practice.
• Assist or lead the implementation or large scale changes of the TMS and DeliveryConnect. Manage TMS and DeliveryConnect scope requirements, gap analysis, functional specifications, design specifications and UAT support. Develop detailed implementation plans to supporting TMS and DeliveryConnect projects.
• Design, document, develop material and execute Training relating to the TMS and DeliveryConnect and any core supporting applications. To build knowledge across countries through either formalized classroom training or knowledge transfer via alternate media e.g. documentation, PowerPoint slides, video clips, updating knowledgebase etc.
• To ensure System configuration, training, processes, procedures, functionality etc. are well documented and that knowledge is shared amongst the wider DHL Transport and IT community.
• Design, develop, test and implement standards relating to the delivery, deployment and support of the Transport Management System, including Integration components.
• Develop Integration standards, mapping specifications and enhancements.
• Develop tools, methodologies, standards & templates to assist with the deployment and support of the TMS and DeliveryConnect.
• Drive process harmonization across countries.
• Assist with post implementation support and help ensure that projects adhere to documented transition processes and that all transition requirements are met
• Assist the Product Manager in developing and maintaining an updated Strategic product roadmap for the TMS and DeliveryConnect.
• Work with members of the DHL Transport Operations community to understand business requirements  & deploy IT solutions to address those requirements
• Work with country IT to deploy and enhance the TMS and DeliveryConnect and auxilliary applications.
• Work with application vendors to develop robust and supportable solutions that meet DHL requirements.
• Work with the Applicatoin Support & Infrastructure teams to deliver the IT environments that support the TMS and DeliveryConnect application. Help ensure smooth running of the TMS and DeliveryConnect application and that performance criteria are met.
• To be a role model to peers, share knowledge and train DHL staff as and when required.
• To foster / encourage cross-effectiveness across teams.
• To recommend process improvements for various solutions architecture required during TMS and DeliveryConnect implementations.
• Harmonizing & standardizing disparate processes across multiple countries and cultures
• Delivering change and meeting customer expectations in a complex environment with limited resources.
• Ability to multi-task and effectively manage conflicting priorities.
• Ability to work effectively across countrues and cultures
• Should have a complete understanding and wide application of principles, theories, functionalities, features & concepts of TMS and DeliveryConnect.
• Should be able to design, articulate and implement practical solutions to difficult & challenging problems.
• Should effectively use fundamental concepts, practices and procedures relative to quality, productivity improvement, operations efficiency and user training.
• Design & deploy both technical and functional solutions that align with the regional product strategy.
• To ensure TMS Finance processes are standardized and harmonized with the Oracle R12 interface.
• To recommend tariff and activity structures to ensure TMS billing is accurate
• To drive more revenue billing via the TMS
• To manage and/or support TMS and DeliveryConnect implementation projects and change requests in the capacity of Product design lead & consultant and closely coordinates with APAC TMS IT support team.
• To provide effective work schedules to the project team for optimum efficiency and productivity.

 ","Requirements
• Minimum 5 years experience within IT
• Minimum 3 years experience in product & project management
• Minimum 3 years experience working with a TMS and DeliveryConnect
• Bachelor degree in a business discipline or relevant education and work experience in Logistic sector"
